,title,imdb_id,budget,revenue
25350,The Untold Story: Internment of Japanese Americans in Hawaii,900380,0,0
25351,The Yes Men Are Revolting,284246,0,0
25352,The Beatles: Eight Days a Week - The Touring Years,391698,0,12283800
25353,Keep Watching,242606,0,0
25354,Blockers,437557,21000000,94017294
25355,Chariot,252990,0,0
25356,The Sound of Spying,-1,-1,-1
25357,The Basement,801335,0,0
25358,Pony!,597316,0,0
25359,Tyrus,359107,0,0
25360,Your Roommate,-1,-1,-1
25361,The 78 Project Movie,253317,0,0
25362,Dirty Wars,159004,0,0
25363,Windows Looking Inward,351999,0,0
25364,Slow Fade,74114,5000,0
25365,Golden Circle,343668,104000000,410902662
25366,Border Stories,-1,-1,-1
25367,Unidentified,171536,0,0
25368,Morbid Angel: Tales of the Sick - A Closer Look,-1,-1,-1
25369,California Dreamers,-1,-1,-1
25370,American Bear: An Adventure in the Kindness of Strangers,411548,0,0
25371,Easy Like Water,661622,0,0
25372,Courting a Killer,556461,0,0
25373,Lippizaners,-1,-1,-1
25374,Alma de Maiz,678177,0,0
25375,District of Corruption,328726,0,0
25376,The Fencer,322488,2250000,0
25377,Captain Morten and the Spider Queen,512916,0,0
25378,Love Is Blind,345919,1000000,0
25379,In the Crosswind,262009,650000,0
25380,The Desert Fish,257242,0,0
25381,The Jogger,184784,0,0
25382,Under the Same Sun,248252,0,0
25383,Let There Be Zombies,328723,0,0
25384,Medal of Victory,384242,0,0
25385,Black Friday: Dark Dawn,568938,0,0
25386,Wyrmwood: Road of the Dead,290999,0,0
25387,Eko Eko Azarak: The First Episode of Misa Kuroi,423346,0,0
25388,Horror Mansion: The Blind,449009,0,0
25389,God's Blood,86470,0,0
25390,If Only Cats Could Talk,409539,0,0
25391,YtF,305817,0,0
25392,Riot,360055,0,124358
25393,Crave,91101,0,0
25394,Rising Tide: A Story of Miami Artists,-1,-1,-1
25395,Quarantine L.A.,184710,1200000,0
25396,Supernal Darkness/Protege Project,-1,-1,-1
25397,Destination Planet Negro,193389,0,0
25398,Hendrix 70: Live at Woodstock,-1,-1,-1
25399,The Slut Always Rides Shotgun,258414,0,0
25400,Celestial Wives of the Meadow Mari,180960,0,0
25401,Eternal Homecoming,180969,0,0
25402,Chances,3064,16000000,16300000
25403,Smart Ass,253687,0,0
25404,Youth,310593,13360000,2000000
25405,General Strike,706311,0,0
25406,Tonga: The Last Place on Earth,-1,-1,-1
25407,Passfire,411278,0,0
25408,The Biggest Loser: Power X-Train,-1,-1,-1
25409,Route of Acceptance,200896,0,0
25410,Black & White,38809,10000000,5241315
25411,We Are Water,-1,-1,-1
25412,Committed,40562,3000000,0
25413,I Spit on Your Grave 2,207768,0,678604
25414,Cherry Cottage: The Story of an American House,-1,-1,-1
25415,Slow Learners,333287,0,0
25416,Wrecked,50838,0,8020
25417,A South Bronx Family,-1,-1,-1
25418,Burning Hope: The Making of Hitman Absolution,202277,0,0
25419,Return to Zero,270756,0,0
25420,#Lucky Number,359732,1000000,0
25421,You're Killing Me Susana,264418,0,0
25422,Liver and Onions,-1,-1,-1
25423,Girl from Birch Creek,-1,-1,-1
25424,This Consuming Love,-1,-1,-1
25425,Joann Sfar Draws from Memory,-1,-1,-1
25426,Hunger in America,372940,0,0
25427,Sathu,215965,0,0
25428,Threads of Belonging,-1,-1,-1
25429,Billy and Buddy,168615,22160664,0
25430,Diamond Cartel,200708,7000000,0
25431,We Become Silent,68104,100000,0
25432,Ghost Power!!! A Live Demonstration,-1,-1,-1
25433,Babylon Blues,-1,-1,-1
25434,I Don't Know Whether to Slit My Wrists or Leave Them Long,215323,0,0
25435,Vitality,903619,0,0
25436,The Games of These Divers,-1,-1,-1
25437,Herb & Dorothy 50X50,217921,0,0
25438,The Gospel Bus,-1,-1,-1
25439,Paradise Club,383731,0,0
25440,BoTTom: The True Meaning of Love & Acceptance,-1,-1,-1
25441,Paradesi,413545,0,0
25442,Resurrection in Blood,440299,0,0
25443,American Boule',-1,-1,-1
25444,The Mercury Conspiracy,-1,-1,-1
25445,Letters of Tuskegee,-1,-1,-1
25446,Arrival,329865,47000000,203388186
25447,Dracula: The Impaler,243901,500000,0
25448,The Harvest,229182,0,0
25449,After the Titanic,-1,-1,-1
25450,Hayok,700693,0,0
25451,Take Me Home Documentary,-1,-1,-1
25452,Wonder,464052,200000000,165160005
25453,Abducted,228064,0,0
25454,Lover's Game,510545,0,0
25455,Life Inside Out,309018,0,0
25456,Kidney Beans,-1,-1,-1
25457,Odyssey: 1000 Light Years from Home,-1,-1,-1
25458,Judge Archer,264518,0,0
25459,By the Gun,270005,0,0
25460,Hand in Hand,266108,0,0
25461,My Dear Stilt,137398,0,0
25462,Jump In: The Movie,-1,-1,-1
25463,Long Island Railroad Massacre,234552,0,0
25464,Long Live the Dead,294616,10000,0
25465,The Rink,2077,0,0
25466,Worm,44811,0,0
25467,Identicals,343724,2004384,0
25468,The Concubine,511567,0,0
25469,The Meaning of Life,4543,9000000,14900000
25470,Joy & Sorrow of the Body,-1,-1,-1
25471,The Enemy Within,59121,0,0
25472,Haunting of Cellblock 11,293901,0,0
25473,The Hit Producer,336132,0,0
25474,Bullet,859860,0,0
25475,The Admiral,37692,0,0
25476,Love Is Not What It Used to Be,185736,0,0
25477,Greystone,122804,2000000,0
25478,Cento Storie Italiane di Meno,-1,-1,-1
25479,It Came from Uranus,89961,0,0
25480,Barzan,177434,0,0
25481,Running for Life,430472,0,0
25482,The Exercise of Chaos,230403,0,0
25483,Last Curtain Call,71273,0,0
25484,Seeds of Death: Unveiling the Lies of GMOs,215258,0,0
25485,American Promise,158997,0,0
25486,Blackfish,158999,0,2063312
25487,A Grain of Sand,142937,0,0
25488,Puzzles,236807,0,0
25489,Trainsforming America,-1,-1,-1
25490,Citizen Koch,159000,0,0
25491,Home,654974,0,0
25492,The Good Life,24050,0,0
25493,Meru,318279,0,2334228
25494,Energy! O Energy!,-1,-1,-1
25495,Live or Die in Entebbe,186198,0,0
25496,Hollow Creek,385363,500000,0
25497,Bolo,743487,0,0
25498,Ipseity,361215,3000,0
25499,Haima,477185,12000,0
25500,Brush with Danger,291904,0,0
25501,2056 Escape from Zombie Island,-1,-1,-1
25502,Jake's Road,296371,300,0
25503,Creating Buddhas: The Making and Meaning of Fabric Thangkas,-1,-1,-1
25504,Out,150540,175000000,857611174
25505,Eel,830096,0,0
25506,The 2007 Academy Award Nominated Short Films: Animation,208139,0,0
25507,The 2007 Academy Award Nominated Short Films: Live Action,852922,0,0
25508,Haters,825252,0,0
25509,Genetic Roulette: The Gamble of our Lives,168890,0,0
25510,Sons of Liberty,287484,0,0
25511,Up and Coming,393185,0,0
25512,The Song,271164,0,1009620
25513,Second Sight,198194,0,0
25514,Composer Alive: Eastern Expressions,-1,-1,-1
25515,Official 2012 World Series Film,197156,0,0
25516,Dolphin's Song,-1,-1,-1
25517,Larry Gaye: Renegade Male Flight Attendant,339355,0,0
25518,The Bridal Chamber,-1,-1,-1
25519,The Maddening Descent,-1,-1,-1
25520,Submit the Documentary: The Virtual Reality of Cyberbullying,209605,0,0
25521,Dry Bones,227267,0,0
25522,Divorce: A Journey Through the Kids' Eyes,299907,0,0
25523,Beauty Factory,256464,0,0
25524,3 Girls,507621,0,0
25525,Breakfast,2108,1000000,51525171
25526,Droppin',-1,-1,-1
25527,Dinner,38778,69000000,86387857
25528,The Light Between Oceans,283552,20000000,25975621
25529,Tales from the Warner Bros. Lot,227585,0,0
25530,The Only Real Game,171741,0,0
25531,The Castle Project,230434,0,0
25532,"On the Cusp, Off the Cuff",-1,-1,-1
25533,Starship: Rising,277778,3000000,0
25534,Chettayees,192679,0,0
25535,The Paper Boat,-1,-1,-1
25536,Demons and Angels,-1,-1,-1
25537,The Queen,1165,15000000,123384128
25538,Two Bang Bang,52750,0,0
25539,Poker Night,298093,0,0
25540,The Strangers,10665,9000000,82391145
25541,Valley of the Forgotten,-1,-1,-1
25542,The Cloverfield Paradox,384521,45000000,0
25543,Deadtime,29429,0,0
25544,Rich Hill,250668,0,0
25545,Curious George: Back to School,284299,0,0
25546,Stop,824920,0,0
25547,Little Hope Was Arson,231263,0,0
25548,Dans for mig,209120,0,0
25549,Turning Pages,8436,0,0
25550,Onion Syrup,-1,-1,-1
25551,Equilibrium,7299,20000000,5359645
25552,Pokémon the Movie: Kyurem vs. the Sword of Justice,150213,0,44057737
25553,Civilian,570534,0,0
25554,August 2,819413,0,0
25555,Two Shining Seas,-1,-1,-1
25556,Control,9636,6800000,0
25557,The Bridge Between,-1,-1,-1
25558,20 Years of Madness,331735,0,0
25559,No Direction Home,19082,2000000,0
25560,Finding Cooper's Heaven,-1,-1,-1
25561,Ian Harvie Superhero,433462,0,0
25562,ScottChurch's Drag,509322,0,0
25563,The Worst Christmas of My Life,147868,6843500,10703234
25564,Daily Grind,-1,-1,-1
25565,The Prayer Circle,820068,0,0
25566,Needlessly and Causelessly,-1,-1,-1
25567,Unkillable,530371,0,0
25568,Envelopes,562576,0,0
25569,Bullett Raja,220495,7,12
25570,Come Back to Me,276922,0,0
25571,Lasting,554264,0,0
25572,Shopping,45549,0,0
25573,Soldier Jane,153861,0,0
25574,And God Made the... Greeks,-1,-1,-1
25575,"Wajma, an Afghan Love Story",-1,-1,-1
25576,The Breeder,483246,0,0
25577,What They Don't Talk About When They Talk About Love,158469,0,0
25578,Blood Slaughter Massacre,327370,0,0
25579,Google and the World Brain,157005,0,0
25580,A New York Love Story,612665,0,0
25581,The Billionaires' Tea Party,243493,0,0
25582,Path to Darkness,594482,0,0
25583,The Machine Which Makes Everything Disappear,159026,0,0
25584,A Reason to Fight,420896,0,0
25585,26 Years,173886,0,0
25586,New Life of Family Album,-1,-1,-1
25587,Our Father,795617,0,0
25588,Subway Song,-1,-1,-1
25589,Ghadi,72346,0,0
25590,Sagrada: The Mystery of Creation,203612,0,0
25591,Bill's Thud,-1,-1,-1
25592,Barney Thomson,283596,0,0
25593,Porking Mandy,720478,10000,0
25594,Jack the Giant Killer,177566,50000,0
25595,Cleaver Family Reunion,200504,0,0
25596,Actual Reality,510366,0,0
25597,Seven Days Away,371761,250000,0
25598,Long Live the King,430199,40000,0
25599,Sa.TX,-1,-1,-1
25600,Blinders: The Truth Behind the Tradition,-1,-1,-1
25601,Slaughterhouse,457943,0,0
25602,Double Booked,319988,0,0
25603,Back from Where I Once Came,-1,-1,-1
25604,The M Word,243902,0,0
25605,The Admin Effect,-1,-1,-1
25606,Tokumei Sentai Go-Busters vs. Kaizoku Sentai Gokaiger: The Movie,178966,0,0
25607,The Infinite Man,253307,0,0
25608,The Legend of Zelda: The Sage of Darkness,-1,-1,-1
25609,After School Massacre,298835,0,0
25610,Everything Will Be Okay,365909,0,0
25611,The Green Goo,-1,-1,-1
25612,¡Cuatro!,177710,0,0
25613,Motion Picture Martyr,-1,-1,-1
25614,"Cinco de Mayo, La Batalla",184374,10000000,0
25615,Better Half,313089,0,0
25616,Denise Austin: Body Makeover Mix,-1,-1,-1
25617,Denise Austin: Burn Fat Fast Cardio Blast,-1,-1,-1
25618,Denise Austin: Hit the Spot - Core Complete,-1,-1,-1
25619,Denise Austin: Hit the Spot - 10 Five Minute Target Toners,-1,-1,-1
25620,Denise Austin: 3 Week Boot Camp,-1,-1,-1
25621,Denise Austin: Boot Camp Total Body Blast,-1,-1,-1
25622,Denise Austin: Mat Workout Based on the Workout of J.H. Pilates,-1,-1,-1
25623,The Tower,353491,60000000,113231078
25624,Crimson Peak,201085,55000000,74679822
25625,Spark: A Burning Man Story,173488,0,0
25626,In the Steppes of Genghis,-1,-1,-1
25627,Haunting of the Innocent,253794,0,0
25628,It's About to Rain,-1,-1,-1
25629,Sushi & Sauce Piquante: The Life & Music of Gerry McGee,-1,-1,-1
25630,The Call,158011,13000000,68572378
25631,Sink Hole,395437,0,0
25632,Girl in Woods,355598,0,0
25633,No Evidence of Disease,247725,0,0
25634,"To Chris Marker, an Unsent Letter",272899,0,0
25635,Born This Way,168305,0,0
25636,A Self-Made Man,322736,0,0
25637,Ironing Board Sam's Tenth,-1,-1,-1
25638,An Unreal Dream: The Michael Morton Story,173192,0,0
25639,Surprising Merrily,-1,-1,-1
25640,"This Is MY Country, Twin Fiddles and Accordion",-1,-1,-1
25641,Maidentrip,169760,0,0
25642,True Somebody,-1,-1,-1
25643,Refuge: Caring for Survivors of Torture,-1,-1,-1
25644,Matt Shepard Is a Friend of Mine,296029,0,0
25645,The Source,13360,13000000,0
25646,Tough Bond,168163,0,0
25647,Anne of Green Gables: Road to Green Gables,373394,0,0
25648,Thru the Woods,-1,-1,-1
25649,White Wind,883551,0,0
25650,Forward,10647,40000000,55707411
25651,Forever,602223,18000000,76981630
25652,Friends,653349,0,0
25653,The Second Best Exotic Marigold Hotel,268238,10000000,85978266
25654,Lesbian Grandmothers from Mars,818590,0,0
25655,What I Meant to Tell You: An American Poet's 'State of the Union',-1,-1,-1
25656,Filling the Gaps: The History of the Weatherization Assistance Program,-1,-1,-1
25657,Yours Truly,661901,0,0
25658,Arrambam,188540,9200000,21000000
25659,Dance with the Jackals 2,-1,-1,-1
25660,The Path Not Taken,-1,-1,-1
25661,Breaking the Frame,186068,0,0
25662,Guernica,104354,0,0
25663,The Sunshine Boys,16561,0,0
25664,The Apology King,229282,0,0
25665,Hemp and the Rule of Law,-1,-1,-1
25666,Holiday: A Soldier is Never Off Duty,273886,0,0
25667,I Am Not the World You Want to Change,-1,-1,-1
25668,Steve Harvey: Still Trippin',62612,0,0
25669,The Manure Film Project: A Crappy Documentary with Absolutely No Budget,-1,-1,-1
25670,Albino,8744,6000000,0
25671,Blowtorch,425371,0,0
25672,Realm of the Mole Men,-1,-1,-1
25673,"Beam Me Up, Sasha!",495051,0,0
25674,Behind the Sword in the Stone,829336,0,0
25675,Fallen Cape,-1,-1,-1
25676,California Johnson and the Second to Last Crusade,-1,-1,-1
25677,Plastic,208869,10,0
25678,Longview,-1,-1,-1
25679,No Men Beyond This Point,318054,0,0
25680,Art as a Weapon,277765,34000,0
25681,Hurricane Chasers,-1,-1,-1
25682,"Essie Jain, All Became Golden",-1,-1,-1
25683,Iceman,68812,20000000,1969193
25684,Against the Sun,302828,0,0
25685,The Stone Sisters: Exodus,-1,-1,-1
25686,Pacific Rim: Uprising,268896,150000000,290061297
25687,Make Fun,494004,0,0
25688,A Million Ways to Die in the West,188161,40000000,86410000
25689,Dear Comrade,563604,0,0
25690,Insight,77874,0,17011
25691,Give & Take,304841,0,0
25692,Building 34,-1,-1,-1
25693,Dreamland,480434,0,0
25694,Love Is Not Perfect,179319,0,0
25695,Bunker of the Dead,381214,30000,10147
25696,The Sango Rangers,-1,-1,-1
25697,Can't Go Anywhere,-1,-1,-1
25698,The Last Survivors,578399,0,0
25699,Contrarian,544295,0,0
25700,Homefront,204082,22000000,43058898
25701,Life According to Sam,159009,0,0
25702,The Second Meeting,192732,0,0
25703,Futures Past,509866,0,0
25704,Rat Catching,-1,-1,-1
25705,GuateMaya: The Unification of Wisdom,-1,-1,-1
25706,Last Night Forever 2,572940,0,0
25707,Dead Billy,421405,0,0
25708,Forgotten,443319,2800000,3600000
25709,Coward,4512,30000000,14711793
25710,Leaving Home,837677,0,0
25711,North Town,335090,0,0
25712,The Oyler House: Richard Neutra's Desert Retreat,273730,0,0
25713,Blood Money,105379,0,0
25714,Bordering on Bad Behavior,297633,0,0
25715,Oldies But Goldies,152484,0,0
25716,Sickos,251602,0,0
25717,Preggoland,285844,0,0
25718,The Greatest College Bowl Game Moments,-1,-1,-1
25719,Little Baby Jesus,269584,0,0
25720,Give Me Shelter,274758,0,0
25721,Marley Neck Road,-1,-1,-1
25722,La foresta di ghiaccio,298864,0,0
25723,Scary Normal,179228,0,0
25724,Foreign Eye in the Storm,-1,-1,-1
25725,The Magician's Elephant,776835,0,0
25726,Step Up Love Story: Triple Love and Love Forever,438355,0,0
25727,Lilting,248212,0,0
25728,Denise Austin: Fat Burning Dance Mix,-1,-1,-1
25729,Stranglehold,380020,0,0
25730,The Hill,24395,0,0
25731,Hell of the College Girls,-1,-1,-1
25732,Before Snowfall,159088,0,0
25733,Kunta Kinteh Island,-1,-1,-1
25734,Beat Dads Dead,-1,-1,-1
25735,Kiss the Water,174373,0,0
25736,From Two Worlds as a Keepsake,303332,0,0
25737,Skybound,472921,6000000,0
25738,"Quiet Riot: Well Now You're Here, There's No Way Back",276833,0,0
25739,Who Killed Samantha Green?,-1,-1,-1
25740,Pain Love & Passion,-1,-1,-1
25741,The Annual Vacay,-1,-1,-1
25742,The Town That Dreaded Sundown,287084,0,0
25743,Get Hard,257091,40000000,111811453
25744,Shift of the Ages,584411,0,0
25745,Hanukkah,888488,0,0
25746,Birdman or (The Unexpected Virtue of Ignorance),194662,18000000,103215094
25747,Ninja Kids!!!: Summer Mission Impossible,263234,0,0
25748,Ghosts in the Baltic Sea,-1,-1,-1
25749,Adultery,433523,0,0
25750,Popular Girls,-1,-1,-1
25751,Final Recourse,249151,0,0
25752,Family Ties,215579,0,0
25753,Demon on Wheels,377398,0,0
25754,True Trainwreck,-1,-1,-1
25755,Yellow,20638,0,0
25756,Symbiosis,894272,0,0
25757,The Mark: Redemption,203591,0,0
25758,The Murderer,196387,0,0
25759,Smalltown,507807,0,0
25760,When Things Go Wrong: Robin Lane's Story,-1,-1,-1
25761,Naduvula Konjam Pakkatha Kaanom,146582,120000,885000
25762,In God We Trust,170367,0,0
25763,The Only Son,179411,0,0
25764,Hope,82696,30000000,114281051
25765,Beneath My Skin,-1,-1,-1
25766,45,22171,62000,0
25767,Today We Have the Power,270972,0,0
25768,Lost Time,291347,0,0
25769,Silent Scream,28380,0,0
25770,InBetween,587778,0,0
25771,The Journey of the Hippocampus,575507,0,0
25772,Detective Downs,221427,0,0
25773,The Devil's Path,253775,0,0
25774,Razors: The Return of Jack the Ripper,418808,656000,0
25775,Sealed Cargo,174773,0,0
25776,A Great Disturbance,-1,-1,-1
25777,The Laughing Mask,417707,0,0
25778,It's a Love Thing,793059,0,0
25779,Back Home: A Tale of a Warrior's Battle,-1,-1,-1
25780,Dead Giveaway: The Motion Picture,-1,-1,-1
25781,Bloody Daughter,181064,0,0
25782,Folk,469651,0,0
25783,Consequence,37333,0,0
25784,The Remembrance,274405,0,0
25785,Our Dreams,177987,0,0
25786,In the Game: Zombies,-1,-1,-1
25787,Gun or Dance,-1,-1,-1
25788,Ringside Rosary,-1,-1,-1
25789,Step Dogs,187925,0,0
25790,Seoul Searching,310001,0,0
25791,The Perfect Team: The Making of 'On the Bowery',-1,-1,-1
25792,Velvet Rut,-1,-1,-1
25793,The Mystery in Old Bathbath,363433,0,0
25794,Cardboard,413452,10000000,0
25795,Hsue-shen Tsien,142621,0,0
25796,Imagination Thief,-1,-1,-1
25797,Stay-at-Home Dads,-1,-1,-1
25798,Bite Size,296489,0,0
25799,Alice Through the Looking Glass,241259,170000000,299457024
25800,The Frame,305127,0,0
25801,Once I Entered a Garden,206022,0,0
25802,Mexican Ritual,202696,0,0
25803,Widespread Panic: Live from New Orleans,824214,0,0
25804,Chapters,27064,5000000,502758
25805,Trapped in Time 3D!,-1,-1,-1
25806,Waves,533444,0,2576990
25807,A Thousand and One Night,85398,0,0
25808,Husky Loyal,-1,-1,-1
25809,Dinos Katsourides: A Life Like a Movie,-1,-1,-1
25810,Johnny Walker,273243,0,0
25811,Name in the Dark,281317,0,0
25812,Starred Up,209276,0,54915
25813,Paris Tokyo Paysage,308895,0,0
25814,But Why?,871614,0,0
25815,Realm of Souls,308866,0,0
25816,"Some Must Watch, While Some Sleep",490452,0,0
25817,Tomorrow You Will Leave,334158,0,0
25818,Mercedes Sosa: The Voice of Latin America,238820,0,0
25819,Walk On,28029,14000000,0
25820,Halo 4 Movie: Reclaimer Trilogy Part 1 - Awakening,-1,-1,-1
25821,The Pursuit of Red X,-1,-1,-1
25822,Reversing the Mississippi,-1,-1,-1
25823,Going in Style,353070,25000000,84618541
25824,Wedding Bells & Shotgun Shells,-1,-1,-1
25825,Tripsters,-1,-1,-1
25826,Reseda Blvd,-1,-1,-1
25827,Suddenly,18398,0,0
25828,Pushing Boundaries,814472,0,0
25829,Devil May Call,168145,0,0
25830,Champ of the Camp,-1,-1,-1
25831,Being Bush,-1,-1,-1
25832,And Here's What's Happening to Me,152155,0,14353
25833,The Catch,859860,0,0
25834,BMF: The Rise and Fall of a Hip-Hop Drug Empire,145203,0,0
25835,The Hybrids Family,436164,0,0
25836,Survival Lessons: The Greg Klymkiw Story,-1,-1,-1
25837,Not a Carwash,525391,0,0
25838,Refugees: Who Needs Them?,-1,-1,-1
25839,IMagine,470878,7000000,86026201
25840,Bozo,449537,0,0
25841,The Girl in the Sun,248503,0,0
25842,White Breath,-1,-1,-1
25843,Live Your Dream: The Taylor Anderson Story,805980,0,0
25844,The State of Arizona,300340,0,0
25845,Gut Instincts,473238,0,0
25846,Cowboy and Lucky the Last Stand,-1,-1,-1
25847,Two-Bit Waltz,228109,0,0
25848,Not a Still Life,515335,0,0
25849,Two Weddings and a Funeral,133605,0,0
25850,Charles Lloyd: Arrows Into Infinity,300485,0,0
25851,Blackwood,225285,0,0
25852,Army of the Damned,207271,0,0
25853,Papa,737802,0,0
25854,Prison Witch,-1,-1,-1
25855,A Devil's Requiem,-1,-1,-1
25856,Brasslands,250131,0,0
25857,Serial Nightmares,-1,-1,-1
25858,White Reindeer,176085,0,0
25859,City of the Dream Demons,407802,0,0
25860,Apartment 13,160070,5000000,3377891
25861,Progression,889877,500,0
25862,The Duke of Burgundy,250225,1000000,0
25863,Writer's Block,759226,0,0
25864,Mobster,85855,0,0
25865,Animorphs,716927,0,0
25866,Time Brings About a Change... A Floyd Dixon Celebration,-1,-1,-1
25867,Boss,459151,82000000,128000000
25868,Blood Reunion 2: Madeline,328937,0,0
25869,Redbelly,-1,-1,-1
25870,Ride Crazy: The Single Man March,-1,-1,-1
25871,The Anonymous People,259261,0,0
25872,Fascination Amazon 3D,141186,0,0
25873,Disaster Wars: Earthquake vs. Tsunami,289214,185000,0
25874,Les yeux jaunes des crocodiles,260312,0,0
25875,Paper Souls,246502,0,0
25876,Love in the End,208431,0,0
25877,Skookum: The Hunt for Bigfoot,432281,0,0
25878,Changes,541577,0,0
25879,As the Palaces Burn,257614,0,0
25880,A Little Christmas Business,568252,0,0
25881,Blood of the Witch: The Complete Film,-1,-1,-1
25882,Pass the Light,307125,0,0
25883,Blood Drive: The Movie,730187,0,0
25884,West Hollywood Motel,244459,0,0
25885,Brooklyn Knight,574871,0,0
25886,Wounded,13470,0,0
25887,Battlefield of the Mind,462794,0,0
25888,Vendetta,752,54000000,132511035
25889,You Are Not Alone,150201,0,0
25890,Hal,9889,40000000,141069860
25891,Big Gay Love,201282,0,0
25892,Fireplace for your Home: Christmas Music,372298,0,0
25893,Back from Jupiter,-1,-1,-1
25894,Becoming,699280,0,0
25895,G.D.O. BlackCat,-1,-1,-1
25896,Love Me for Hundreds of Years,798005,0,0
25897,The Heroine,405012,0,0
25898,Our Women,332812,0,0
25899,Open the Sky,533930,0,0
25900,The Town of Iitate,-1,-1,-1
25901,New in November 2011,-1,-1,-1
25902,Gulaab Gang,254420,0,0
25903,Immigrants,20715,0,0
25904,The Father's Love,340937,0,0
25905,The Buskers & Lou,698069,35000,0
25906,The Bachelor Weekend,215962,600000,0
25907,The Teen Movies Boom,-1,-1,-1
25908,Locked,741228,10000000,0
25909,"Zalman King's Sex, Y & Z",-1,-1,-1
25910,Run,7443,45000000,224834564
25911,Time,370172,242000000,758000000
25912,Sympathy Pains,-1,-1,-1
25913,March with the Devil,277056,0,0
25914,Moon Creek Cemetery,494074,140000,0
25915,Willie and the Wheel,-1,-1,-1
25916,Until We Meet Again,693879,0,0
25917,Cut Snake,284875,0,0
25918,The Great Recession,-1,-1,-1
25919,Brothers,7445,26000000,43318349
25920,Septic Man,221444,0,0
25921,Gunday,250551,0,0
25922,Inheritors of the Earth,-1,-1,-1
25923,Walking on the Rail,-1,-1,-1
25924,Midsummer,10210,11000000,16100000
25925,Juke Box Hero,701509,0,0
25926,Train Station,483368,0,0
25927,"Travel Well, Kamikaze",-1,-1,-1
25928,Si-o-se Pol,393257,0,0
25929,Road Under the Skies,-1,-1,-1
25930,The Vision,898364,0,0
25931,Undercover,93837,0,0
25932,The Dance of Life,105852,0,0
25933,A Border for Life,-1,-1,-1
25934,Jail Girl,-1,-1,-1
25935,Stay of Execution. Tails of Redemption,-1,-1,-1
25936,The Wind Game,712982,0,0
25937,Dark Splinter,-1,-1,-1
25938,The Last 48,43758,0,0
25939,True Bromancemusic,-1,-1,-1
25940,Found Betty,-1,-1,-1
25941,Hollywood Mouth 2,-1,-1,-1
25942,Ovulation,302428,0,0
25943,Four Days in Chicago,-1,-1,-1
25944,The Making of OrdinaryMan,-1,-1,-1
25945,Very Strange People,-1,-1,-1
25946,Besharam,218779,7700000,0
25947,Crafting a Nation,227033,0,0
25948,The Raven and the Gypsy,-1,-1,-1
25949,Fick-le,-1,-1,-1
25950,Nobody's Daughter Haewon,160075,0,0
25951,The Chart of Love,298044,0,0
25952,Bludgeon,532070,0,0
25953,Happy Birthday Woody Allen & Keep Going,-1,-1,-1
25954,The Tale of The Princess Kaguya,149871,49300000,24366656
25955,Ocean City Here We Come,-1,-1,-1
25956,Jail Wagon,-1,-1,-1
25957,House of Another,426782,0,0
25958,Fool's Gold: California Raodtrip in an Election Year,-1,-1,-1
25959,Traffic Department,167179,1800000,0
25960,Girl House,621793,0,0
25961,Right to Love,323963,0,0
25962,Halloween: Awakening,724451,0,0
25963,Legend,566525,150000000,430238384
25964,My Boss,333660,0,0
25965,Chatter,213130,0,0
25966,The Rise of the Robots,411098,0,0
25967,Prep School,167859,0,0
25968,Traumatic Possession 3D: The Tape,-1,-1,-1
25969,My Brother,84316,0,0
25970,Now Add Honey,228294,0,0
25971,The Sound of Waves,590464,0,0
25972,Valentine Road,159015,0,0
25973,Woodfalls,368611,0,0
25974,Fireplace for your Home: Crackling Fireplace with Music,-1,-1,-1
25975,Evening Crackling Campfire,-1,-1,-1
25976,Dear Governor Cuomo,217767,0,0
25977,"Kahrizak, Four Views",-1,-1,-1
25978,Monster Tails,-1,-1,-1
25979,Comrade President,257798,0,0
25980,The Stuart Hall Project,159040,0,0
25981,Wonder: The Lives of Anna and Harlan Hubbard,709277,150000,0
25982,The Devil's Bargain,-1,-1,-1
25983,Town Hall,202273,0,0
25984,Buffurducken,-1,-1,-1
25985,Art House,291004,0,0
25986,The Return,15969,3500000,0
25987,Rambler,159109,0,0
25988,Krampus: The Christmas Devil,248561,7525000,0
25989,MidRange,278658,0,0
25990,Under the Apple Box,-1,-1,-1
25991,Singletrack High,-1,-1,-1
25992,Towheads,177264,0,0
25993,Breaking Through,254800,0,0
25994,Scarred but Smarter: Life n Times of Drivin n Cryin,429141,0,0
25995,Knock 'em Dead,297600,0,0
25996,How to Follow Strangers,238593,0,0
25997,Living Dead,34004,500,0
25998,1st Sight: The AE's Chronicles,-1,-1,-1
25999,One Night,896633,0,0
26000,Orson's Last Dance,-1,-1,-1
26001,Boondocks,329751,0,0
26002,Rivertown,-1,-1,-1
26003,100% Love,377880,0,0
26004,The Ghost of Piramida,161781,0,0
26005,Death Ray Scandal,-1,-1,-1
26006,Ooga Booga,177838,0,0
26007,The Good Life,24050,0,0
26008,Life of Buddha,393338,0,0
26009,Nc 87,-1,-1,-1
26010,The Survivalist,779057,0,0
26011,From Queens to Cairo,-1,-1,-1
26012,The Yellow Bellies,-1,-1,-1
26013,Spindrift: Ghost of the West,-1,-1,-1
26014,No Soliciting,677291,0,0
26015,Fossil,293163,0,0
26016,Dryland,300470,0,0
26017,Who Killed Johnny,315461,0,0
26018,The Other Side of the Queen,-1,-1,-1
