tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,Adult,Animation,Fantasy,GameShow,History,Music,Musical,News,RealityTV,SciFi,Short,Sport,TalkShow,War,Western,averageRating,numVotes,budget,revenue,isTopActor,isTopDirector,yearsSinceProduced
tt0893532,Kill Theory,Kill Theory,0,2009,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,7094.0,6000000,397941,0,0,12
tt0896811,Friends (with Benefits),Friends (with Benefits),0,2009,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,397.0,35000000,149542245,0,0,12
tt0897347,The Echo,The Echo,0,2008,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,5690.0,5000000,124048,0,0,13
tt0897361,I Know Who Killed Me,I Know Who Killed Me,0,2007,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,29201.0,12000000,9620399,0,0,14
tt0899070,No Time to Die,No Time to Die,0,2006,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,27.0,242000000,758000000,0,0,15
tt0899106,Love Happens,Love Happens,0,2009,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,32467.0,18000000,36133014,0,0,12
tt0899128,100 Feet,100 Feet,0,2008,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,12430.0,10000000,1415804,0,0,13
tt0900387,Suite Française,Suite Française,0,2014,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,25245.0,15000000,9104716,0,0,7
tt0901476,Bride Wars,Bride Wars,0,2009,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,104488.0,30000000,114663461,0,0,12
tt0901488,Eye in the Sky,Gun chung,0,2007,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1845.0,13000000,18704595,0,0,14
tt0901509,Salt,Salt,0,2006,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,50.0,110000000,293329073,0,0,15
tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,785186.0,250000000,1021103568,1,1,9
tt0905372,The Thing,The Thing,0,2011,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,127832.0,15000000,19629760,0,0,10
tt0906665,Sukiyaki Western Django,Sukiyaki Western Django,0,2007,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.2,15099.0,3800000,2725258,0,1,14
tt0906666,Awakening,Tamamoe!,0,2006,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,72.0,70000000,160112671,0,0,15
tt0907664,Prodigy,Shindô,0,2007,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,217.0,6000000,21150265,0,0,14
tt0907678,Edison & Leo,Edison & Leo,0,2008,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,224.0,10000000,1000000,0,0,13
tt0907842,The Bridge,The Bridge,0,2006,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,170.0,25000,179780,0,0,15
tt0907886,Dead Man Walking,Povratak mrtvog covjeka,0,2006,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,26.0,11000000,39363635,0,0,15
tt0910936,Pineapple Express,Pineapple Express,0,2008,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,327659.0,27000000,101624843,0,0,13
tt0910970,WALL·E,WALL·E,0,2008,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,1050484.0,180000000,521311860,0,0,13
tt0912593,No End in Sight,No End in Sight,0,2007,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.2,8353.0,2000000,1431623,0,0,14
tt0913354,Armored,Armored,0,2009,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,30436.0,20000000,22942221,0,0,12
tt0913425,Broken Embraces,Los abrazos rotos,0,2009,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,39952.0,18000000,30991660,0,1,12
tt0914797,Bottle Shock,Bottle Shock,0,2008,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15920.0,5000000,4040588,1,0,13
tt0914798,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,0,2008,94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.8,204112.0,12500000,20416563,0,0,13
tt0915463,Jackboots on Whitehall,Jackboots on Whitehall,0,2010,91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3,1353.0,6000000,20776,0,0,11
tt0918627,The Cook,The Cook,0,2008,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1266.0,2300000,7724701,0,0,13
tt0920464,Manorama: Six Feet Under,Manorama: Six Feet Under,0,2007,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,7879.0,4000000,4500000,0,0,14
tt0924129,Crossing Over,Crossing Over,0,2009,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,23287.0,25000000,1037335,1,0,12
tt0926084,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,0,2010,146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,507978.0,250000000,954305868,0,1,11
tt0926762,Loft,Loft,0,2008,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,22815.0,14000000,10076790,0,0,13
tt0928188,The Box,The Box,0,2007,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,484.0,30000000,33333531,0,0,14
tt0929632,Precious,Precious,0,2009,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,108611.0,10000000,47536959,0,0,12
tt0929730,Trapped,Anton,0,2008,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,118.0,30000000,13414416,0,0,13
tt0932922,Alice,Alice,0,2002,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,23.0,3000000,572000000,0,0,19
tt0935075,Rabbit Hole,Rabbit Hole,0,2010,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,48647.0,5000000,5132850,0,0,11
tt0936501,Taken,Taken,0,2008,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,583447.0,48000000,325771424,1,1,13
tt0937237,Redacted,Redacted,0,2007,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.1,10586.0,5000000,782102,0,1,14
tt0938283,The Last Airbender,The Last Airbender,0,2010,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,159120.0,150000000,319713881,0,0,11
tt0938330,Silent Hill: Revelation,Silent Hill: Revelation,0,2012,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,62248.0,20000000,52302796,0,0,9
tt0942385,Tropic Thunder,Tropic Thunder,0,2008,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,396939.0,92000000,195702811,1,0,13
tt0944834,Dragon Hunters,Chasseurs de dragons,0,2008,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,12419.0,12000000,12235843,0,0,13
tt0944835,Salt,Salt,0,2010,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,305725.0,110000000,293329073,0,0,11
tt0945513,Source Code,Source Code,0,2011,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,502632.0,32000000,147332697,0,0,10
tt0945559,The Girl,The Girl,0,2006,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,17.0,21000000,31635150,0,0,15
tt0947798,Black Swan,Black Swan,0,2010,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,728800.0,13000000,329398046,0,1,11
tt0947802,Lakeview Terrace,Lakeview Terrace,0,2008,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,50765.0,20000000,27640028,1,0,13
tt0947810,Green Zone,Green Zone,0,2010,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,134799.0,100000000,94882889,1,1,11
tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9,586815.0,215000000,757930663,0,0,9
tt0949325,The Accountant,The Accountant,0,2000,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,13.0,44000000,155160045,0,0,21
tt0949731,The Happening,The Happening,0,2008,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,202266.0,60000000,163403799,0,0,13
tt0950749,Flick,Flick,0,2008,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,355.0,25000000,31439140,0,0,13
tt0950751,Hope,Hope,0,2006,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,10.0,30000000,114281051,0,0,15
tt0951333,The Missing Lynx,El lince perdido,0,2008,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1162.0,6500000,1400000,0,0,13
tt0952640,Alvin and the Chipmunks,Alvin and the Chipmunks,0,2007,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,81422.0,60000000,361366633,0,0,14
tt0954990,The Yellow Handkerchief,The Yellow Handkerchief,0,2008,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,8453.0,15000000,317000,0,0,13
tt0955308,Robin Hood,Robin Hood,0,2010,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,261313.0,200000000,321669741,1,1,11
tt0955411,The Ten Commandments,The Ten Commandments,0,2007,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,2429.0,13000000,122700000,1,0,14
tt0959337,Revolutionary Road,Revolutionary Road,0,2008,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,206146.0,35000000,75981180,1,1,13
tt0960144,You Don't Mess with the Zohan,You Don't Mess with the Zohan,0,2008,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,196610.0,90000000,204313400,0,0,13
tt0960731,Bedtime Stories,Bedtime Stories,0,2008,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,91862.0,80000000,212874864,0,0,13
tt0962726,High School Musical 3: Senior Year,High School Musical 3: Senior Year,0,2008,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,60626.0,11000000,252909177,0,0,13
tt0962736,The Young Victoria,The Young Victoria,0,2009,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,60130.0,35000000,29196409,0,1,12
tt0963178,The International,The International,0,2009,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,94141.0,50000000,60161391,0,0,12
tt0963194,Repo! The Genetic Opera,Repo! The Genetic Opera,0,2008,98,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.6,24564.0,8500000,188126,0,0,13
tt0963794,The Ruins,The Ruins,0,2008,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.9,73568.0,8000000,22700000,0,0,13
tt0963878,Anxiety,Anxiety,0,2008,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,15.0,4015000,31063038,0,0,13
tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,0,2010,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,157927.0,150000000,215283742,0,0,11
tt0964185,Tetro,Tetro,0,2009,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,12939.0,5000000,2852915,0,1,12
tt0964517,The Fighter,The Fighter,0,2010,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.8,353252.0,25000000,93617009,1,1,11
tt0968264,The Conspirator,The Conspirator,0,2010,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9,28433.0,25000000,15478800,1,1,11
tt0970179,Hugo,Hugo,0,2011,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,314422.0,170000000,185770160,1,1,10
tt0970411,City of Ember,City of Ember,0,2008,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,64548.0,55000000,17869048,1,0,13
tt0970416,The Day the Earth Stood Still,The Day the Earth Stood Still,0,2008,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,167374.0,80000000,233093859,0,0,13
tt0970452,Solomon Kane,Solomon Kane,0,2009,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,72059.0,45000000,19652185,0,0,12
tt0970866,Little Fockers,Little Fockers,0,2010,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,110056.0,100000000,310650585,1,1,11
tt0971160,Billy the Kid,Billy the Kid,0,2007,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,574.0,4638783,11000000,0,0,14
tt0971209,A Perfect Getaway,A Perfect Getaway,0,2009,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,70713.0,14000000,22852638,0,0,12
tt0973808,Goal,Goal,0,2007,167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.3,519.0,10000000,27610873,0,0,14
tt0974014,Creation,Creation,0,2009,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,14284.0,15000000,306515884,0,0,12
tt0974554,Elegy,Elegy,0,2008,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,22339.0,13000000,14894347,1,0,13
tt0974613,The Other Man,The Other Man,0,2008,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,11771.0,15000000,1143856,1,0,13
tt0974661,17 Again,17 Again,0,2009,102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,190951.0,20000000,136267476,0,0,12
tt0975645,Hitchcock,Hitchcock,0,2012,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,74362.0,15700000,23570541,1,0,9
tt0976051,The Reader,The Reader,0,2008,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,237278.0,32000000,108902486,1,1,13
tt0976212,Pink,Roz,0,2006,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,243.0,75000000,15020702,0,0,15
tt0976216,Straight Story,Straight Story,0,2006,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,2940.0,10000000,6203044,0,0,15
tt0976222,Bandslam,Bandslam,0,2009,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,14305.0,20000000,12225023,0,0,12
tt0976238,Old Dogs,Old Dogs,0,2009,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,37403.0,35000000,96753696,1,0,12
tt0976247,"Surfer, Dude","Surfer, Dude",0,2008,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,8668.0,6000000,69497,1,0,13
tt0977855,Fair Game,Fair Game,0,2010,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,48211.0,22000000,25806953,1,1,11
tt0978759,Frozen River,Frozen River,0,2008,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,25405.0,1000000,5457664,0,0,13
tt0978762,Mary and Max,Mary and Max.,0,2009,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,171570.0,8240000,1740429,1,0,12
tt0978764,Sucker Punch,Sucker Punch,0,2011,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,238162.0,82000000,89792502,0,1,10
tt0980967,The Changeling,The Changeling,0,2006,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,75.0,7600000,12000000,0,0,15
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,2010,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,148191.0,155000000,415686217,0,0,11
tt0980999,Four,Four,0,2012,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,520.0,120000000,167977596,0,0,9
tt0981042,Like Dandelion Dust,Like Dandelion Dust,0,2009,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,2884.0,2500000,352810,0,0,12
tt0981227,Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,0,2008,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6,90841.0,9000000,33556631,0,0,13
tt0983193,The Adventures of Tintin,The Adventures of Tintin,0,2011,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,224337.0,130000000,371940071,0,1,10
tt0985049,Bounty,Bounty,0,2009,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,183.0,25000000,8613462,0,0,12
tt0985606,Eat,Eat,0,2006,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,27.0,60000000,204594016,0,0,15
tt0985694,Machete,Machete,0,2010,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,194509.0,20000000,44093316,1,1,11
tt0985699,Valkyrie,Valkyrie,0,2008,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1,235932.0,75000000,200276000,1,1,13
tt0986233,Hunger,Hunger,0,2008,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,68868.0,75000000,691210692,1,0,13
tt0986263,Surrogates,Surrogates,0,2009,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.3,172405.0,80000000,122444772,0,0,12
tt0986264,Like Stars on Earth,Taare Zameen Par,0,2007,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,182346.0,2600000,28430000,0,0,14
tt0986362,Marked,Marked,0,2007,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,132.0,5000000,86362372,0,0,14
tt0987918,The Irony of Fate 2,Ironiya sudby. Prodolzhenie,0,2007,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,3476.0,5000000,55635037,0,0,14
tt0988045,Sherlock Holmes,Sherlock Holmes,0,2009,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,606783.0,90000000,524028679,1,1,12
tt0988047,Traitor,Traitor,0,2008,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,56878.0,22000000,23530831,1,0,13
tt0988595,27 Dresses,27 Dresses,0,2008,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,159530.0,30000000,160259319,0,0,13
tt0989622,The Bodyguard 2,The Bodyguard 2,0,2007,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1025.0,25000000,411006740,0,0,14
tt0989757,Dear John,Dear John,0,2010,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,144372.0,25000000,114977104,0,0,11
tt0990377,Slayer,Slayer,0,2007,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,71.0,195000000,197687603,0,0,14
tt0990407,The Green Hornet,The Green Hornet,0,2011,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,158457.0,120000000,227817248,1,0,10
tt0992911,Flash Point,Dou foh sin,0,2007,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,12910.0,8000000,6177725,0,0,14
tt0993755,Em,Em,0,2008,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1060.0,39000000,26820641,0,0,13
tt0993842,Hanna,Hanna,0,2011,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,195133.0,30000000,63782078,0,0,10
tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,1281811.0,100000000,392000000,1,1,8
tt0995029,Fighter,Fighter,0,2007,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1527.0,25000000,93617009,0,0,14
tt0995039,Ghost Town,Ghost Town,0,2008,102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,72281.0,20000000,27090159,0,0,13
tt0995747,Mermaid,Rusalka,0,2007,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,3352.0,40000000,211343479,0,0,14
tt0996912,The Apprentice,L'apprenti,0,2008,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,130.0,150000000,215283742,0,0,13
tt0997047,College Road Trip,College Road Trip,0,2008,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,15885.0,25000000,51549674,0,0,13
tt0997172,The Paper,The Paper,0,2007,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,33.0,6000000,48400000,0,0,14
tt0999913,Straw Dogs,Straw Dogs,0,2011,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,33759.0,25000000,10324441,0,1,10
tt1000774,Sex and the City,Sex and the City,0,2008,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,119058.0,65000000,415252786,0,0,13
tt1001508,He's Just Not That Into You,He's Just Not That Into You,0,2009,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,167596.0,40000000,178866158,0,0,12
tt1001526,Megamind,Megamind,0,2010,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,243828.0,130000000,321885765,1,0,11
tt1002567,Hansel and Gretel,Henjel gwa Geuretel,0,2007,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,4569.0,50000000,226349749,0,0,14
tt1002966,Cash,Ca$h,0,2008,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4782.0,55000000,63408614,0,0,13
tt1003027,What If...?,Notre univers impitoyable,0,2008,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,402.0,11000000,7847000,0,0,13
tt1007028,Zack and Miri Make a Porno,Zack and Miri Make a Porno,0,2008,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,175486.0,24000000,42105111,0,1,13
tt1007029,The Iron Lady,The Iron Lady,0,2011,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,106707.0,13000000,115890699,0,0,10
tt1008015,Opal,Opal,0,2010,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,19.0,5000000,140666,0,0,11
tt1010027,Mo,Mo,0,2007,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,216.0,17000000,40227006,0,0,14
tt1010048,Slumdog Millionaire,Slumdog Millionaire,0,2008,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,821135.0,15000000,378410542,0,1,13
tt1012729,Helen,Helen,0,2009,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2033.0,50000000,49718611,0,0,12
tt1013743,Knight and Day,Knight and Day,0,2010,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,188125.0,117000000,261930431,1,0,11
tt1013753,Milk,Milk,0,2008,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,169609.0,20000000,54589558,1,1,13
tt1013860,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,0,2010,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,15026.0,20000000,4634062,0,0,11
tt1014693,Zoo,Zoo,0,2005,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,541.0,4000000,231719,0,0,16
tt1014759,Alice in Wonderland,Alice in Wonderland,0,2010,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,398467.0,3000000,572000000,1,1,11
tt1014763,Child 44,Child 44,0,2015,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,69062.0,50000000,3324330,1,1,6
tt1014775,Beverly Hills Chihuahua,Beverly Hills Chihuahua,0,2008,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,23792.0,20000000,149281606,0,0,13
tt1015474,Train,Train,0,2008,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,6398.0,165000000,494878759,0,0,13
tt1016075,Fame,Fame,0,2009,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.1,16317.0,18000000,77211836,0,0,12
tt1016318,Shining on,Shining On,0,2007,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,11.0,19000000,44781695,0,0,14
tt1016321,Adrift,À Deriva,0,2009,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2886.0,35000000,4230000,0,0,12
tt1017442,House of Usher,House of Usher,0,2008,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,552.0,270000,1450000,0,0,13
tt1017451,The Runaways,The Runaways,0,2010,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5,47918.0,10000000,2995811,0,0,11
tt1018765,Our Brand Is Crisis,Our Brand Is Crisis,0,2015,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,21681.0,28000000,7002261,0,0,6
tt1018785,The Sisterhood of the Traveling Pants 2,The Sisterhood of the Traveling Pants 2,0,2008,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,28395.0,27000000,44352417,0,0,13
tt1018789,Spirit of the Forest,Espíritu del bosque,0,2008,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,305.0,5730000,295000,0,0,13
tt1018818,Assassination of a High School President,Assassination of a High School President,0,2008,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,15800.0,11500000,69564,0,0,13
tt1019452,A Serious Man,A Serious Man,0,2009,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,138789.0,7000000,31430334,0,1,12
tt1020022,Girlfriend Experience,Girlfriend Experience,0,2008,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,289.0,1700000,1007962,0,0,13
tt1020072,Selma,Selma,0,2014,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,89634.0,20000000,66787908,0,1,7
tt1020530,Eden Lake,Eden Lake,0,2008,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,81415.0,12850990,3984669,0,0,13
tt1020558,Centurion,Centurion,0,2010,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3,80985.0,12000000,6890432,0,0,11
tt1020773,Certified Copy,Copie conforme,0,2010,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,23343.0,7000000,7736632,0,0,11
tt1020884,Me... Myself,Khaw hai rak jong jaroen,0,2007,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,172.0,51000000,149270999,0,0,14
tt1020889,The Lighthouse,Mayak,0,2006,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.8,696.0,11000000,18123239,0,0,15
tt1020950,Eden,Eden,0,2008,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,220.0,12850990,3984669,0,0,13
tt1022603,500 Days of Summer,(500) Days of Summer,0,2009,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,491288.0,7500000,60781545,0,0,12
tt1023481,Step Up 2: The Streets,Step Up 2: The Streets,0,2008,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,85718.0,23000000,150816700,0,0,13
tt1023490,Il Divo,Il divo,0,2008,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,16950.0,7275000,11260366,0,0,13
tt1024255,Wild Child,Wild Child,0,2008,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,53744.0,20000000,21972336,0,0,13
tt1024648,Argo,Argo,0,2012,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,593737.0,44500000,232325503,1,0,9
