tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,Adult,Animation,Fantasy,Game-Show,History,Music,Musical,News,Reality-TV,Sci-Fi,Short,Sport,Talk-Show,War,Western,averageRating,numVotes,budget,revenue,isTopActor,isTopDirector
tt1728179,Paranormal Activity 2: Tokyo Night,Paranômaru akutibiti: Dai-2-shô - Tokyo Night,0,2010,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,4782.0,1350000,4160000,False,False
tt1728200,The Box,The Box,0,2011,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,55.0,30000000,33333531,False,False
tt1729637,Bodyguard,Bodyguard,0,2011,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,24867.0,30000000,176586701,False,False
tt1730209,Never Alone,Never Alone,0,2019,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,41.0,3000000,5923000,False,False
tt1730768,The Zookeeper's Wife,The Zookeeper's Wife,0,2017,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,41650.0,20000000,26152835,True,True
tt1731141,Ender's Game,Ender's Game,0,2013,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6,232411.0,110000000,125537191,True,True
tt1731697,The Lords of Salem,The Lords of Salem,0,2012,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,29348.0,1500000,1165882,True,False
tt1731755,Silence,Hiljaisuus,0,2011,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.6,431.0,20000000,22217407,False,False
tt1733317,Primary!,¡Primaria!,0,2010,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,76.0,65000000,52100000,False,False
tt1733536,Love Child,La hija natural,0,2011,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,161.0,50091,112940,False,False
tt1734433,Eden,Eden,0,2012,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,8631.0,12850990,3984669,True,False
tt1734586,Supercapitalist,Supercapitalist,0,2012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,1137.0,500000,15919,False,False
tt1735233,Wonderland,VIViD,0,2011,80,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,325.0,5000000,431020,False,False
tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,281855.0,170000000,396600000,True,True
tt1736052,The Woods,The Woods,0,2012,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,21.0,30000000,71041255,True,False
tt1737256,The Island,The Island,0,2011,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,784.0,126000000,162949164,True,False
tt1737680,Pulp,Pulp,0,2013,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,205.0,8000000,214179088,False,False
tt1740007,Nobody,Kanenas,0,2010,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,390.0,17000000,61779301,False,False
tt1740482,Eternity,Chua fah din salai,0,2010,190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7,258.0,1650000,30500000,False,False
tt1740683,The Man,Mesteren,0,2017,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,581.0,20000000,33889159,False,False
tt1740710,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan,0,2011,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,9152.0,5510000,18050000,False,True
tt1740724,Rough,Die Räuberin,0,2011,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,44.0,20000000,45056771,False,False
tt1740822,The Other Side,The Other Side,0,2011,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,15.0,19000000,40996665,False,False
tt1741225,I Am,I Am,0,2010,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,3729.0,150000000,585410052,False,False
tt1741273,Secret in Their Eyes,Secret in Their Eyes,0,2015,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,46639.0,19500000,34854990,True,True
tt1741283,Cowboy,Vaquero,0,2011,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,225.0,2500000,4729352,True,False
tt1742044,Jersey Boys,Jersey Boys,0,2014,134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,34178.0,40000000,67347013,True,True
tt1742334,Sabotage,Sabotage,0,2014,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,62332.0,35000000,22126842,True,True
tt1742336,Your Sister's Sister,Your Sister's Sister,0,2011,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,27091.0,125000,3242802,True,False
tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,0,2011,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,20044.0,24000000,31410151,True,False
tt1744822,Apart,Apart,0,2010,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,34.0,7000000,91500000,False,False
tt1745824,Snow,Snow,0,2011,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,15.0,170000000,396600000,False,False
tt1746246,Dark World,Temnyy mir,0,2010,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1085.0,170000000,644571402,False,False
tt1747958,Blood Ties,Blood Ties,0,2013,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,19750.0,25500000,2415472,True,True
tt1748122,Moonrise Kingdom,Moonrise Kingdom,0,2012,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,334255.0,16000000,68263166,True,True
tt1748179,Red Lights,Red Lights,0,2012,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,60315.0,14000000,13551174,True,True
tt1748197,Setup,Setup,0,2011,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,20976.0,20000000,2128186,True,False
tt1753383,A Dog's Purpose,A Dog's Purpose,0,2017,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,69301.0,22000000,205035819,True,True
tt1753460,August,August,0,2011,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,1831.0,25000000,66122026,False,False
tt1753546,Broken,Broken,0,2010,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,11.0,56000000,34737199,False,False
tt1753549,Buck,Buck,0,2011,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,3267.0,15000000,79258538,False,False
tt1753722,Two Rabbits,2 Coelhos,0,2012,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,5144.0,2000000,1620436,False,False
tt1753773,August,Elokuu,0,2011,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,786.0,25000000,66122026,False,False
tt1753913,Homecoming,Hômukamingu,0,2011,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,8.0,175000000,880166924,False,False
tt1754611,The Collector,The Collector,0,2006,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,3400000,114000000,False,False
tt1754656,The Little Prince,Le Petit Prince,0,2015,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,59717.0,64000000,97571250,True,False
tt1754708,The Sea,The Sea,0,2013,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,387.0,9000000,78988148,False,False
tt1754733,The Woods,The Woods,0,2011,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,75.0,30000000,71041255,False,False
tt1754838,Brothers,Veljekset,0,2011,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,164.0,26000000,43318349,False,False
tt1754912,Wrath,Wrath,0,2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,345.0,40000000,103966489,False,False
tt1756415,Welcome to the North,Benvenuti al nord,0,2012,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,3737.0,6000000,35000000,False,False
tt1756595,The Giants,Les géants,0,2011,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1805.0,100000,10178331,False,False
tt1756603,Love,Love,0,2010,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,7.0,30000000,102820008,False,False
tt1756851,Twixt,Twixt,0,2011,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10849.0,7000000,1300000,True,True
tt1758595,Diana,Diana,0,2013,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,19768.0,15000000,21766271,True,True
tt1758692,Like Crazy,Like Crazy,0,2011,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,60843.0,250000,3542353,True,False
tt1758741,People Like Us,People Like Us,0,2010,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.0,16000000,12434778,False,False
tt1758795,The To Do List,The To Do List,0,2013,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,38578.0,1500000,3566225,True,False
tt1758810,The Snowman,The Snowman,0,2017,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,61481.0,35000000,43203413,True,True
tt1758820,Tiburon,Tiburon,0,2013,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,34.0,15454,45150,False,False
tt1758830,This Is 40,This Is 40,0,2012,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,134308.0,35000000,88058786,True,True
tt1760984,The Outlaw,Mubeopja,0,2010,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,205.0,3700000,31800000,False,False
tt1762399,Walking with Dinosaurs 3D,Walking with Dinosaurs 3D,0,2013,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,11114.0,80000000,126546518,True,False
tt1763264,No One Lives,No One Lives,0,2012,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,20414.0,2900000,74918,True,False
tt1764183,Arbitrage,Arbitrage,0,2012,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,51515.0,12000000,35485056,True,True
tt1764234,Killing Them Softly,Killing Them Softly,0,2012,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,139159.0,15000000,37930465,True,True
tt1764565,Exodus,Exodus Where I Come from Is Disappearing,0,2017,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,35.0,140000000,268031828,False,True
tt1764625,Tad: The Lost Explorer,Las aventuras de Tadeo Jones,0,2012,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,7930.0,10500000,23000000,False,False
tt1764651,The Expendables 2,The Expendables 2,0,2012,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,300077.0,100000000,314975955,True,True
tt1764695,The Story,The Story,0,2010,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2,7.0,50000000,132180323,False,False
tt1765972,One Year,One Year,0,2010,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,12.0,60000000,62357900,False,False
tt1766044,Poslednyaya skazka Rity,Poslednyaya skazka Rity,0,2012,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9,586.0,200000,486937,False,False
tt1767382,Silent House,Silent House,0,2011,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,22499.0,2000000,13101672,True,False
tt1770734,Shadow Dancer,Shadow Dancer,0,2012,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,12362.0,6300000,1777709,True,True
tt1772240,Apollo 18,Apollo 18,0,2011,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,55075.0,5000000,25562924,False,False
tt1772288,Danny Collins,Danny Collins,0,2015,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,30936.0,10000000,10835752,True,True
tt1772317,Nerve,Nerve,0,2011,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,98.0,19000000,85241496,False,False
tt1772341,Wreck-It Ralph,Wreck-It Ralph,0,2012,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,399179.0,165000000,471222889,True,False
tt1772424,Where Do We Go Now?,Et maintenant on va où?,0,2011,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,12419.0,21000000,6700000,False,True
tt1772872,Game,Game,0,2011,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2263.0,110000000,125537191,False,True
tt1772980,Target,Mishen,0,2011,158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9,620.0,18000000,74189677,False,False
tt1773629,Polar,Polar,0,2011,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.1,66.0,165000000,310634054,False,False
tt1773753,Mara,Mara,0,2018,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,7631.0,5000000,470901,True,False
tt1774264,23,23,0,2010,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,143.0,30000000,77566815,False,False
tt1775309,Avatar,Abatâ,0,2011,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,69.0,237000000,2847246203,False,False
tt1776055,All Night,All Night,0,2011,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,22.0,50000000,71561644,False,False
tt1776364,A Star is Born,Zvezda je rodena,0,2010,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4,22.0,36000000,433888866,False,False
tt1776808,Apparition,Apparition,0,2010,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,45.0,17000000,9627492,False,False
tt1777595,50 to 1,50 to 1,0,2014,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2023.0,10000000,1064454,False,False
tt1778304,Paranormal Activity 3,Paranormal Activity 3,0,2011,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,93068.0,5000000,207039844,False,False
tt1780762,Aftershock,Aftershock,0,2012,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11643.0,2000000,58510,True,True
tt1780967,Seberg,Seberg,0,2019,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,7413.0,8000000,592565,True,False
tt1781775,Beneath the Darkness,Beneath the Darkness,0,2011,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5983.0,7300000,23998,True,False
tt1781922,No Escape,No Escape,0,2015,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,83191.0,5000000,54418872,True,False
tt1782453,Hail,Hail,0,2011,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,254.0,22000000,63647656,False,False
tt1783232,Conquest 1453,Fetih 1453,0,2012,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,57618.0,2581561,9001826,False,False
tt1784589,Players,Players,0,2012,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4368.0,4500000,23261485,False,False
tt1785534,Resurrection,Resurrection,0,2010,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,33.0,40000000,125729635,False,False
tt1785670,Widows,Viudas,0,2011,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,545.0,42000000,73866088,False,False
tt1786400,By Miracle,Apo thavma,0,2010,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,68.0,16000000,73983359,False,False
tt1786751,CBGB,CBGB,0,2013,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6,9662.0,5000000,40400,True,False
tt1787867,Eternity,Eternity,0,2010,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,62.0,1650000,30500000,False,False
tt1788391,Kill List,Kill List,0,2011,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,39120.0,500000,450275,False,False
tt1789090,Touch,Touch,0,2011,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,197.0,829000,2247500,False,False
tt1790686,Engagement,Engagement,0,2012,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,52.0,30000000,54169363,False,False
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,0,2017,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,283835.0,230000000,794861794,True,True
tt1790864,The Maze Runner,The Maze Runner,0,2014,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,440883.0,34000000,348319861,True,False
tt1790885,Zero Dark Thirty,Zero Dark Thirty,0,2012,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,287134.0,40000000,132820716,True,True
tt1790886,The Campaign,The Campaign,0,2012,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,128328.0,95000000,104907746,True,True
tt1791528,Inherent Vice,Inherent Vice,0,2014,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,99773.0,20000000,14710975,True,True
tt1791682,While We're Young,While We're Young,0,2014,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,49010.0,10000000,17287309,True,True
tt1792806,Indemnity,Indemnity,0,2012,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,70.0,927262,2500000,False,False
tt1793224,Friends: Naki on the Monster Island,Friends: Mononokeshima no Naki,0,2011,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,255.0,1490000,378187,False,False
tt1795369,Frankenstein,National Theatre Live: Frankenstein,0,2011,130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.6,3590.0,291000,12000000,True,True
tt1796603,The Best Movie 3-DE,Samyy luchshiy film 3-DE,0,2011,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1067.0,6500000,9816332,False,False
tt1796657,How Not to Rescue a Princess,Tri bogatyrya i Shamakhanskaya tsaritsa,0,2010,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1511.0,3000000,19010585,False,False
tt1798188,From Up on Poppy Hill,Kokuriko-zaka kara,0,2011,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,40242.0,22000000,61037844,True,True
tt1798200,Less,Less,0,2010,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1,21.0,26000000,31807156,False,False
tt1798243,Rudderless,Rudderless,0,2014,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,18410.0,5000000,58293,True,False
tt1798603,Bad Santa 2,Bad Santa 2,0,2016,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,24233.0,26000000,23229371,True,True
tt1798684,Southpaw,Southpaw,0,2015,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,227749.0,30000000,91709827,True,True
tt1798709,Her,Her,0,2013,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,572738.0,23000000,47351251,True,True
tt1799508,After,After,0,2012,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5406.0,14000000,19000000,False,False
tt1800241,American Hustle,American Hustle,0,2013,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,464214.0,40000000,251171807,True,True
tt1800246,That Awkward Moment,That Awkward Moment,0,2014,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,100815.0,8000000,45640143,True,False
tt1800671,Beyond,Beyond,0,2012,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1308.0,185000000,343471816,True,False
tt1800741,Step Up Revolution,Step Up Revolution,0,2012,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,55277.0,33000000,140470746,True,False
tt1801066,The Bell,La campana,0,2011,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,31.0,3000000,17800000,False,False
tt1801532,October,Oktobar,0,2011,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,77.0,25000000,34698685,False,False
tt1801552,Gotti,Gotti,0,2018,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,14896.0,10000000,4343227,True,False
tt1804528,Sukiyaki,Gokudô meshi,0,2011,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,54.0,3800000,2725258,False,False
tt1808153,Kamen Rider Kabuto: God Speed Love,Gekijôban Kamen Raidâ Kabuto: God Speed Love,0,2006,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,151.0,6000000,8873950,False,False
tt1808324,Myra,Myra,0,2010,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,11.0,5000000,3000000,False,False
tt1808440,Rise,Rise,0,2011,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9,38.0,175000000,302469017,True,False
tt1808547,The Extra,The Extra,0,2017,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,10.0,10500000,792965500,True,False
tt1809398,Unbroken,Unbroken,0,2014,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,158908.0,65000000,163442937,True,True
tt1810618,Marriage with a Liar,Fun chin see oi,0,2010,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,163.0,283096,1029455,False,False
tt1810683,Little Boy,Little Boy,0,2015,106,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.4,22725.0,20000000,6485961,True,False
tt1813314,The Mountain,Fjellet,0,2011,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,261.0,35000000,62832209,False,False
tt1814621,Admission,Admission,0,2013,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,34196.0,13000000,18637201,True,True
tt1814665,Countdown,Ka-woon-teu-da-woon,0,2011,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,391.0,6500000,48021766,False,False
tt1815862,After Earth,After Earth,0,2013,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.8,197077.0,130000000,243843127,True,True
tt1816084,Emancipation,eMANNzipation,0,2011,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,32.0,75000000,201858461,False,False
tt1816518,Ernest & Celestine,Ernest et Célestine,0,2012,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,19742.0,12516654,8109160,False,False
tt1816642,Sisters & Brothers,Sisters & Brothers,0,2011,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,479.0,38000000,13143056,True,False
tt1817191,Another Woman's Life,La vie d'une autre,0,2012,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2378.0,6500000,3216359,True,True
tt1817236,Shelter,Podslon,0,2010,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,315.0,500000,142666,False,False
tt1817273,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,257643.0,15000000,35485608,True,True
tt1817676,Girl in Progress,Girl in Progress,0,2012,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,6762.0,5000000,4709246,True,False
tt1817730,Opus,Opus,0,2011,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,99.0,31000000,106269971,False,False
tt1819691,The Back,Bei mian,0,2010,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13.0,35000000,77477008,False,False
tt1821317,Aadukalam,Aadukalam,0,2011,160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.1,5810.0,4000000,6000000,False,False
tt1821446,The Cut,Haebuhak-gyosil,0,2007,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,198.0,12000000,23726793,False,False
tt1821480,Kahaani,Kahaani,0,2012,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,60740.0,1200000,16000000,False,False
tt1821549,Nebraska,Nebraska,0,2013,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,115700.0,12000000,27682872,True,True
tt1821597,Easy!,Scialla! (Stai sereno),0,2011,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1488.0,8000000,75026327,False,False
tt1821658,The Nut Job,The Nut Job,0,2014,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,27758.0,42000000,122529966,True,False
tt1821694,RED 2,RED 2,0,2013,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,166151.0,84000000,148100000,True,False
tt1822204,Decision,Decision,0,2012,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,70.0,55000000,121969216,False,False
tt1823664,Annie,Annie,0,2014,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,36490.0,65000000,133821816,True,False
tt1823672,Chappie,Chappie,0,2015,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,241270.0,49000000,104399548,True,True
tt1823684,Eternity,Eternity,0,2012,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,959.0,1650000,30500000,False,False
tt1825157,The Double,The Double,0,2013,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,49118.0,17000000,3696232,True,True
tt1825639,9 Muses,9 Muses,0,2009,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,10.0,110000000,574480841,False,False
tt1825655,Angel,Angel,0,2011,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,93.0,170000000,404852543,False,False
tt1825683,Black Panther,Black Panther,0,2018,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,686116.0,200000000,1346739107,True,True
tt1825801,Hostel,Hostel,0,2011,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,621.0,4800000,81979826,False,False
tt1825978,The Artist,The Artist,0,2011,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,10.0,15000000,133432856,False,False
tt1826590,About Last Night,About Last Night,0,2014,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,23553.0,12500000,49002684,False,True
tt1826684,Green,Green,0,2011,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,340.0,200000000,219851172,False,False
tt1826689,Hide,Hide,0,2011,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,218.0,30000000,122650962,False,False
tt1826727,Life of the Party,Life of the Party,0,2018,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,70.0,30000000,61700416,False,False
tt1827354,Airborne,Airborne,0,2011,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,2440.0,2600000,2850263,True,False
tt1828325,The Gambler,The Gambler,0,2015,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,11.0,25000000,39171130,False,False
tt1828959,Make Your Move,Make Your Move,0,2013,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,3171.0,15000000,1583687,False,False
tt1829012,Passion,Passion,0,2012,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,22674.0,30000000,611899420,True,True
tt1833673,Dhoom 3,Dhoom:3,0,2013,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,44763.0,19500000,91000000,True,True
tt1833881,Chloe,The 10 Commandments of Chloe,0,2013,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,52.0,14000000,11808880,False,False
tt1837636,Queen of the Desert,Queen of the Desert,0,2015,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,11118.0,15000000,1592853,True,True
